tweetId,topic,multimodal,op_followers_count
2008986331649855553,Celebrity / Entertainment / Viral,image,1885994
2008989204475466146,Celebrity / Entertainment / Viral,image,3093981
2008990192368275931,Social/Cultural Issues,video,163897
2008995887415218454,Celebrity / Entertainment / Viral,text,12892
2008997026680504764,Other / Miscellaneous,image,828366
2009006073093738550,Social/Cultural Issues,video,18091
2009026082268434676,Sports,image,558
2009044974952964230,Politics & Elections,video,766535
2009052852040421518,Politics & Elections,text,9626
2009056709936074812,Politics & Elections,text,2539
2009059024722166245,Politics & Elections,video,2811282
2009066851503100255,Sports,image,21874
2009066899313971626,Politics & Elections,video,3553203
2009067528874537185,Celebrity / Entertainment / Viral,image,65234
2009134081640943717,Health & Medicine,text,17903
2009137264820146458,Celebrity / Entertainment / Viral,text,207984
2009165347392507930,Geopolitics & International Conflicts,video,390249
2009266189193658490,Celebrity / Entertainment / Viral,video,1875145
2009278919371805127,Politics & Elections,image,246160
2009297416458019335,Sports,text,28943
2009310046602018845,Politics & Elections,image,634474
2009325443846152674,Other / Miscellaneous,image,12665
2009344915487203639,Social/Cultural Issues,text,216397
2009346138034287012,Other / Miscellaneous,image,710089
2009356887817625993,Other / Miscellaneous,text,858
2009420760964587751,Politics & Elections,text,34700
2009482598549279102,Celebrity / Entertainment / Viral,image,6294
2009492842822160484,Celebrity / Entertainment / Viral,video,243345
2009493334734024794,Economy & Finance,image,103627
2009495399925760165,Other / Miscellaneous,video,415605
2009496867344928990,Social/Cultural Issues,video,453384
2009575408573034947,Politics & Elections,text,1054989
2009593565282992235,Politics & Elections,text,149
2009619040310862285,Politics & Elections,image,518680
2009622435784433982,Other / Miscellaneous,image,2030955
2009636953365660061,Geopolitics & International Conflicts,text,259292
2009639990318580043,Celebrity / Entertainment / Viral,video,64113
2009646780183724430,Social/Cultural Issues,text,14933
2009656542061048029,Politics & Elections,image,1035851
2009666105036677599,Health & Medicine,text,34974
2009685273102389483,Geopolitics & International Conflicts,text,1812123
2009686138395480136,Politics & Elections,text,5530738
2009688858036986310,Social/Cultural Issues,text,5530722
2009691103365398885,Other / Miscellaneous,text,17433
2009693582882681019,Social/Cultural Issues,video,1306247
2009695978182586592,Other / Miscellaneous,image,1479286
2009703496115990852,Social/Cultural Issues,text,1323695
2009705784297566671,Politics & Elections,text,447480
2009707260046368789,Economy & Finance,image,1628
2009710904976265267,Social/Cultural Issues,text,45283
2009723335312351650,Other / Miscellaneous,image,23224
2009724205001007156,Politics & Elections,image,1364932
2009735859646464145,Sports,image,34170
2009740646622384465,Other / Miscellaneous,image,584
2009762137451708478,Politics & Elections,video,2864
2009767386094744018,Politics & Elections,video,142991
2009781653724434754,Politics & Elections,text,2060299
2009801463065915420,Celebrity / Entertainment / Viral,image,4299
2009827033686147178,Sports,video,402823
2009832002426437806,Politics & Elections,image,81881
2009892967927165107,Social/Cultural Issues,image,45558
2009910825432252557,Geopolitics & International Conflicts,image,35490
2009989389301231815,Social/Cultural Issues,image,615
2009993459932058010,Social/Cultural Issues,image,142741
2010024405972193376,Other / Miscellaneous,image,43429
2010027862464835877,Other / Miscellaneous,text,13830
2010041030486438138,Social/Cultural Issues,image,347526
2010046289032184108,Politics & Elections,text,109858
2010058269931299031,Politics & Elections,text,1951796
2010059583600173212,Geopolitics & International Conflicts,text,112397
2010070248888664314,Geopolitics & International Conflicts,image,30800
2010077720118735152,Social/Cultural Issues,text,7083194
2010088179697889469,Social/Cultural Issues,text,180689
2010093495050985810,Geopolitics & International Conflicts,text,148490
2010100227316035773,Social/Cultural Issues,text,399073
2010123331526160570,Politics & Elections,text,149438
2010124446850597191,Geopolitics & International Conflicts,image,185761
2010126877495836929,Politics & Elections,video,1390837
2010133975713657309,Politics & Elections,text,260355
2010163577437729272,Geopolitics & International Conflicts,text,686788
2010202605054763286,Social/Cultural Issues,video,188391
2010232958251155621,Celebrity / Entertainment / Viral,image,207981
2010266225008619968,Social/Cultural Issues,video,580415
2010274492980121805,Geopolitics & International Conflicts,image,136279
2010280738852356178,Social/Cultural Issues,video,201917
2010283769346015526,Other / Miscellaneous,video,53858
2010292589392699591,Geopolitics & International Conflicts,video,65918
2010334863560454389,Geopolitics & International Conflicts,image,120707
2010387465140609515,Politics & Elections,text,142890
2010388245004071041,Social/Cultural Issues,text,57146
2010406479145107748,Celebrity / Entertainment / Viral,video,14935
2010414735104356853,Politics & Elections,image,885907
2010421610575241465,Sports,image,229385
2010421717819351179,Social/Cultural Issues,image,84140
2010426492904452240,Celebrity / Entertainment / Viral,image,4589
2010462541231821025,Celebrity / Entertainment / Viral,text,59646
2010463163972759889,Celebrity / Entertainment / Viral,image,55111
2010477715959226409,Social/Cultural Issues,video,20629
2010482588629037132,Geopolitics & International Conflicts,text,275977
2010484814655234197,Other / Miscellaneous,video,205435
2010564026913476883,Politics & Elections,text,176215
2010577246357241875,Geopolitics & International Conflicts,image,611101
2010578822958285074,Politics & Elections,text,65071
2010609067384045587,Other / Miscellaneous,image,110853
2010609121985478862,Politics & Elections,video,332156
2010616772387336621,Science & Technology,text,4428
2010654293393821894,Social/Cultural Issues,video,276399
2010695666666754337,Science & Technology,text,1696
2010699963467026684,Geopolitics & International Conflicts,video,865922
2010702328769479017,Geopolitics & International Conflicts,video,208478
2010734099032658165,Geopolitics & International Conflicts,text,5530738
2010775114133225686,Social/Cultural Issues,video,262143
2010783577164653054,Social/Cultural Issues,video,40789
2010786478524366942,Social/Cultural Issues,video,1390835
2010793165461340625,Politics & Elections,image,724368
2010804905095938156,Politics & Elections,image,332159
2010865468345893044,Geopolitics & International Conflicts,text,472767
2010904630545264741,Geopolitics & International Conflicts,text,57629
2010915394807017708,Social/Cultural Issues,text,256714
2010926416355799269,Other / Miscellaneous,image,1871
2011001691915583994,Politics & Elections,text,142890
2011040233622814908,Geopolitics & International Conflicts,text,21698
2011065914205311471,Economy & Finance,image,67925
2011077624551092444,Geopolitics & International Conflicts,video,206398
2011080614892466310,Social/Cultural Issues,image,329393
2011088742711447893,Social/Cultural Issues,image,1062944
2011098365094723865,Social/Cultural Issues,text,179728
2011104520462614998,Politics & Elections,image,350899
2011108013613134013,Other / Miscellaneous,video,235845
2011143031983112235,Science & Technology,image,3269
2011173895278379361,Celebrity / Entertainment / Viral,image,88535
2011243984379928678,Geopolitics & International Conflicts,text,829893
2011328778455458039,Geopolitics & International Conflicts,image,175101
2011334730424475843,Social/Cultural Issues,text,773
2011394218812686555,Geopolitics & International Conflicts,video,25768
2011398954680828236,Celebrity / Entertainment / Viral,image,509142
2011402486674780416,Social/Cultural Issues,text,111273
2011441784178827502,Social/Cultural Issues,image,483283
2011483587032293719,Social/Cultural Issues,image,231878
2011483700169753044,Geopolitics & International Conflicts,image,1050265
2011493838867874043,Economy & Finance,text,475351
2011498987896127912,Social/Cultural Issues,video,108855
2011505003446272326,Politics & Elections,text,2272928
2011511653431394452,Sports,image,53724658
2011519451020345523,Celebrity / Entertainment / Viral,video,589169
2011540250116710557,Politics & Elections,video,444552
2011546284478644619,Geopolitics & International Conflicts,text,15335
2011552305863369119,Geopolitics & International Conflicts,video,1633269
2011563910684664287,Politics & Elections,image,332156
2011588519156990417,Health & Medicine,video,38887
2011590031471955983,Politics & Elections,video,3218141
2011614398130073855,Celebrity / Entertainment / Viral,image,11074
2011703648900809027,Politics & Elections,image,350728
2011751267966824468,Economy & Finance,image,371356
2011752311136387393,Social/Cultural Issues,image,245848
2011762006878273927,Economy & Finance,image,409457
2011815462045360273,Geopolitics & International Conflicts,text,891463
2011832590496329899,Geopolitics & International Conflicts,image,438
2011839042476740865,Other / Miscellaneous,text,89
2011842286254985342,Economy & Finance,text,78964
2011847094538289232,Politics & Elections,image,122013
2011848721567301886,Geopolitics & International Conflicts,image,2426636
2011853250933223646,Social/Cultural Issues,video,21923769
2011912436761186634,Politics & Elections,text,7191
2011927011917209861,Social/Cultural Issues,image,189
2011931747685187834,Other / Miscellaneous,image,138870
2011935448470601912,Celebrity / Entertainment / Viral,text,1860133
2012001957754409302,Geopolitics & International Conflicts,text,686784
2012002653874896958,Celebrity / Entertainment / Viral,image,6626
2012104571607498826,Politics & Elections,video,286956
2012124485135290534,Other / Miscellaneous,text,13941
2012176167566991441,Geopolitics & International Conflicts,text,2182576
2012187865208541507,Geopolitics & International Conflicts,video,162735
2012202324991635495,Politics & Elections,video,3002554
2012226525089673620,Other / Miscellaneous,video,65430
2012240600683212862,Celebrity / Entertainment / Viral,image,58356
2012242535117189528,Celebrity / Entertainment / Viral,video,779
2012267082201563323,Social/Cultural Issues,image,32636
2012267667286012258,Politics & Elections,text,71968
2012274711032377844,Science & Technology,video,5804182
2012296107057881465,Other / Miscellaneous,image,79181
2012315655970656502,Sports,image,4875
2012336846261321864,Geopolitics & International Conflicts,video,332156
2012348657723404543,Health & Medicine,image,376389
2012382168245317996,Sports,image,16005
2012390677196267782,Geopolitics & International Conflicts,video,559045
2012401024284102705,Social/Cultural Issues,video,39195
2012479238889251310,Other / Miscellaneous,text,151695
2012484664900948091,Economy & Finance,text,449
2012495770457673859,Geopolitics & International Conflicts,image,3770706
2012497862832095662,Sports,text,1433
2012517170131911004,Geopolitics & International Conflicts,text,2511490
2012541707695407166,Economy & Finance,image,42121
2012550031132316010,Politics & Elections,text,3003
2012565627790053381,Sports,text,123075
2012608782593827232,Geopolitics & International Conflicts,text,1716549
2012625560514502745,Politics & Elections,text,72171
2012625630332846388,Geopolitics & International Conflicts,video,313359
2012632329282277798,Politics & Elections,text,399066
2012632397884322292,Geopolitics & International Conflicts,text,8911741
2012637765356093770,Science & Technology,text,55899
2012668334563643698,Social/Cultural Issues,text,100716
2012675308244082905,Politics & Elections,video,313359
2012686354002432430,Sports,text,19549
2012748868602253333,Other / Miscellaneous,video,3524818
2012782388611350983,Science & Technology,video,482297
2012852715039174835,Social/Cultural Issues,text,5306255
2012896439119286451,Celebrity / Entertainment / Viral,image,2435924
2012900162432053365,Sports,video,150985
2012942428198555894,Geopolitics & International Conflicts,text,141358
2012950806446674020,Geopolitics & International Conflicts,image,304846
2012979682912686502,Other / Miscellaneous,image,14270
2012983321471385790,Economy & Finance,text,136749
2013017277549920632,Politics & Elections,image,22012
2013033653840880006,Other / Miscellaneous,text,521909
2013046261276930504,Other / Miscellaneous,image,79449
2013090930979479863,Social/Cultural Issues,text,11573
2013108695367143908,Social/Cultural Issues,video,2362723
2013193679272288717,Politics & Elections,image,65188
2013217436405834228,Politics & Elections,image,392030
2013230207994581103,Celebrity / Entertainment / Viral,image,1559172
2013233675110879531,Sports,image,229387
2013245270843416970,Politics & Elections,text,487256
2013251140733865994,Politics & Elections,video,2167205
2013256803174199359,Sports,image,17469
2013257655255502860,Politics & Elections,text,1490663
2013264026889777551,Social/Cultural Issues,text,21577
2013265259134337027,Other / Miscellaneous,image,265846
2013280448412094975,Sports,image,130251
2013282653445804386,Geopolitics & International Conflicts,image,197329
2013286217240948992,Social/Cultural Issues,image,1757897
2013305487714853281,Geopolitics & International Conflicts,image,1822
2013308061146906840,Other / Miscellaneous,image,1651851
2013323994464952802,Geopolitics & International Conflicts,image,38077
2013337639135428868,Politics & Elections,image,218219
2013342261526811048,Celebrity / Entertainment / Viral,text,1782
2013390379777745364,Geopolitics & International Conflicts,image,127188
2013448785775440153,Politics & Elections,text,1462433
2013478880288317630,Celebrity / Entertainment / Viral,text,267
2013507727251907032,Health & Medicine,text,115387
2013579831644926441,Politics & Elections,image,148718
2013590805802348984,Geopolitics & International Conflicts,image,139833
2013592393061220807,Social/Cultural Issues,video,308780
2013603434159632606,Politics & Elections,text,3880545
2013630385435902199,Politics & Elections,image,3204
2013643377120587985,Politics & Elections,image,71338
2013652545575756149,Social/Cultural Issues,text,41711
2013659421763604923,Economy & Finance,text,432889
2013691895315124384,Health & Medicine,image,123791
2013710623738327232,Politics & Elections,video,112792
2013720689698886142,Other / Miscellaneous,video,986094
2013760245298864477,Conspiracy & Pseudoscience,text,51854
2013765476044644495,Politics & Elections,text,4072241
2013777533431664661,Social/Cultural Issues,text,17694
2013833006570475706,Geopolitics & International Conflicts,video,131677
2013871897465819540,Social/Cultural Issues,video,169625
2013928738002501842,Conspiracy & Pseudoscience,video,571122
2013975479645352031,Health & Medicine,text,5863
2013981356737331495,Politics & Elections,text,42399
2013988991679266946,Politics & Elections,text,17670
2013989966959853857,Other / Miscellaneous,image,3025
2014025992159846463,Social/Cultural Issues,video,3238
2014034805323698499,Sports,text,22428
2014035294249533912,Celebrity / Entertainment / Viral,image,102202
2014055619183956196,Social/Cultural Issues,image,3486
2014078481487810889,Geopolitics & International Conflicts,image,9160
2014091139888939031,Celebrity / Entertainment / Viral,video,245848
2014200275616035040,Celebrity / Entertainment / Viral,text,8884883
2014217696661938598,Social/Cultural Issues,video,170191
2014231735152844899,Politics & Elections,text,702214
2014321146465030364,Health & Medicine,image,482379
2014336016807596493,Celebrity / Entertainment / Viral,image,6359689
2014342198892867773,Politics & Elections,video,17483
2014366411125129512,Sports,text,11732827
2014367511207199022,Science & Technology,video,39980
2014368827581124685,Politics & Elections,image,2610380
2014383540259938681,Politics & Elections,text,68774
2014418252529557544,Other / Miscellaneous,text,152985
2014431277621903666,Politics & Elections,video,12851
2014433957895356629,Social/Cultural Issues,image,34354
2014435066932342874,Politics & Elections,video,45649
2014437275984179327,Politics & Elections,image,242
2014445613497065776,Social/Cultural Issues,video,100804
2014448899004440990,Politics & Elections,image,1734
2014449298096980197,Politics & Elections,video,1502365
2014449491953225968,Economy & Finance,video,110218
2014450134734827824,Politics & Elections,text,122055
2014458313438597478,Geopolitics & International Conflicts,image,1050264
2014460046139392232,Sports,image,5583
2014469851163598893,Economy & Finance,text,26590
2014529229275222322,Social/Cultural Issues,text,423494
2014533261230309793,Social/Cultural Issues,image,80
2014540898135375947,Other / Miscellaneous,image,338206
2014550659161330159,Social/Cultural Issues,video,4758943
2014551355428421651,Other / Miscellaneous,image,50047
2014563463553601956,Other / Miscellaneous,video,32945
2014617933641617751,Science & Technology,image,381444
2014647798952513590,Sports,image,1537542
2014682024481783841,Other / Miscellaneous,image,3395
2014722689777221827,Politics & Elections,image,246160
2014734875354407033,Politics & Elections,text,1696
2014735487043268680,Sports,image,13681
2014736559862685732,Other / Miscellaneous,text,30581
2014741265116536864,Social/Cultural Issues,text,3401
2014742299847135537,Celebrity / Entertainment / Viral,video,675
2014764310409707734,AI generated content,video,52968
2014797717151555758,Politics & Elections,text,12873
2014826028602909077,Sports,image,34558
2014841137802969216,Politics & Elections,video,199578
2014854410308866311,Other / Miscellaneous,video,1195571
2014888196061200573,Politics & Elections,video,334861
2014901628810465296,Other / Miscellaneous,video,3524822
2014916639326662957,Geopolitics & International Conflicts,text,66295
2014958302715625688,Geopolitics & International Conflicts,text,3732
2015035303531290644,Other / Miscellaneous,image,137624
2015061522871988367,Celebrity / Entertainment / Viral,text,206146
2015072144783184184,Geopolitics & International Conflicts,text,315599
2015117455727927662,Social/Cultural Issues,video,515787
2015122857983127925,Other / Miscellaneous,video,1012800
2015124347921510402,Politics & Elections,video,1390835
2015136145462407221,Other / Miscellaneous,image,3304
2015139609701707780,Sports,text,1783605
2015143800436359191,Sports,image,1730833
2015162139200393555,Sports,text,67709
2015162788793156007,Politics & Elections,image,611101
2015171940277772799,Politics & Elections,text,2454263
2015189724739113083,Social/Cultural Issues,text,516617
2015212186608570656,Social/Cultural Issues,text,279266
2015226889179369712,Other / Miscellaneous,image,16396
2015248524963610933,Social/Cultural Issues,image,582069
2015251140032528659,Politics & Elections,video,1757891
2015266488387522882,Social/Cultural Issues,text,513929
2015270559420960904,Social/Cultural Issues,video,304016
2015286319891480685,Politics & Elections,text,315
2015287706171961414,Celebrity / Entertainment / Viral,video,6982
2015298989021868504,Social/Cultural Issues,text,872560
2015302778034299144,Other / Miscellaneous,image,68248
2015303204150591913,Politics & Elections,text,532162
2015323114998042948,Celebrity / Entertainment / Viral,image,571
2015347424441614780,Geopolitics & International Conflicts,image,30074
2015401010219360383,Celebrity / Entertainment / Viral,image,2223
2015405965193966030,Social/Cultural Issues,image,142741
2015423704444834039,Politics & Elections,video,144595
2015454724938498526,Other / Miscellaneous,image,307105
2015455167047696590,Social/Cultural Issues,text,55809
2015486653725344248,Social/Cultural Issues,text,3494721
2015491397508554913,Sports,image,35098
2015493953160704046,Celebrity / Entertainment / Viral,image,2009911
2015495247334354994,Other / Miscellaneous,image,13123
2015495548762034519,Geopolitics & International Conflicts,image,532455
2015496040896492010,Social/Cultural Issues,text,3886
2015496648797958464,Other / Miscellaneous,text,13923
2015511836343386451,Celebrity / Entertainment / Viral,video,5666
2015536935146574153,Other / Miscellaneous,text,431777
2015550878313283930,Social/Cultural Issues,image,29034
2015550974723527080,Social/Cultural Issues,text,672603
2015552924093460943,Sports,image,79220
2015565208480276939,Other / Miscellaneous,image,27290
2015580221592805523,Geopolitics & International Conflicts,image,10365
2015587373552136387,Sports,text,3419
2015591961118281774,Celebrity / Entertainment / Viral,text,900005
2015605799595241782,Other / Miscellaneous,text,607755
2015610135058722974,Science & Technology,image,9137
2015673558744105114,Other / Miscellaneous,video,649019
2015682467450216831,Sports,image,15340
2015684488702112170,Geopolitics & International Conflicts,video,3524818
2015686006901707052,Health & Medicine,video,10151790
2015750793639408017,Politics & Elections,image,922942
2015766200182259735,Health & Medicine,video,1550205
2015770580512116962,Politics & Elections,image,157580
2015775657364488195,Sports,text,7434
2015833199180472544,Politics & Elections,image,9513
2015875758820860219,Geopolitics & International Conflicts,image,56700
2015877392410022235,Social/Cultural Issues,text,153685
2015889498975134092,Politics & Elections,image,38838
2015912461107368263,Science & Technology,image,91423
2015913485272543545,Celebrity / Entertainment / Viral,text,140
2015920198658974050,Celebrity / Entertainment / Viral,text,39162
2015931419919331737,Politics & Elections,text,2247
2015939758858371393,Politics & Elections,text,115143
2015966463254028403,Politics & Elections,video,67484
2016035163759681649,Other / Miscellaneous,image,308384
2016074738989232170,Sports,image,286
2016077568860955079,Geopolitics & International Conflicts,text,38314
2016133927350538290,Geopolitics & International Conflicts,text,3995
2016150043057602882,Social/Cultural Issues,text,2344436
2016166710991048849,Geopolitics & International Conflicts,image,218635
2016169072350617672,Other / Miscellaneous,text,7816820
2016182159262769472,Celebrity / Entertainment / Viral,image,1734
2016184745273471407,Social/Cultural Issues,text,162763
2016187536842830228,Politics & Elections,text,74034
2016208722616258766,Sports,text,37124
2016209436763721766,Social/Cultural Issues,video,240189
2016232326393401765,Celebrity / Entertainment / Viral,video,313367
2016248895924277553,Economy & Finance,text,5306249
2016286866417287674,Politics & Elections,video,5064097
2016297310079131693,Politics & Elections,text,862012
2016302286620737540,Economy & Finance,text,26751
2016345707628593427,Politics & Elections,image,1593894
2016415949453148449,Social/Cultural Issues,image,417192
2016480990806319211,Geopolitics & International Conflicts,image,10101
2016487445286588846,Celebrity / Entertainment / Viral,text,12222
2016497562757296514,Politics & Elections,text,4081192
2016520494623690777,Politics & Elections,video,1216553
2016526243513127350,Sports,text,3869129
2016547394377138597,Politics & Elections,text,301377
2016568512437748144,Geopolitics & International Conflicts,video,11518
2016608526853181871,Politics & Elections,video,295904
2016610715075809552,Social/Cultural Issues,video,141609
2016622115768741997,Other / Miscellaneous,image,153685
2016629910857494889,Celebrity / Entertainment / Viral,text,5161
2016633330377380119,Politics & Elections,image,9043
2016661266270433492,Other / Miscellaneous,text,7840
2016676795794268353,Politics & Elections,image,940283
2016735368578568285,Geopolitics & International Conflicts,text,571122
2016756976059896024,Sports,video,9077
2016866038294470801,Sports,image,12933
2016880569087316275,Conspiracy & Pseudoscience,video,354506
2016900969217265942,Celebrity / Entertainment / Viral,text,59342
2016911141927043486,Other / Miscellaneous,video,408163
2016932262462243082,Politics & Elections,image,143002
2016942651644195308,Social/Cultural Issues,text,1593895
2016955534696743162,Economy & Finance,video,1074854
2016955961475203087,Science & Technology,image,62919
2016968789703753803,Other / Miscellaneous,text,366
2016984103640309859,Politics & Elections,image,8512
2017002128225525897,Social/Cultural Issues,image,12054
2017003338466841047,Sports,text,330
2017080578189721973,AI generated content,video,230184
2017083214171340968,Other / Miscellaneous,text,84589
2017152126066004153,Health & Medicine,video,376389
2017221428546847162,Politics & Elections,video,8764
2017272331274444908,Politics & Elections,text,21601
2017272360378786031,Politics & Elections,text,5465
2017289163133890645,Politics & Elections,video,46950
2017318190863327521,Celebrity / Entertainment / Viral,image,215887
2017341753540436284,Celebrity / Entertainment / Viral,image,25273
2017378587910017063,Sports,image,141941
2017378663059099861,Social/Cultural Issues,image,65739
