tweetId,topic,multimodal,op_followers_count,op_followers_count_jul2026
2000668211197464996,AI generated content,video,237990,247387
2000674944649216466,Politics & Elections,video,114807,126581
2000691281358410122,Geopolitics & International Conflicts,image,155986,173203
2000732481939468632,Social/Cultural Issues,text,188438,190431
2000761329939046459,Science & Technology,image,505375,645234
2000762248080580958,Celebrity / Entertainment / Viral,video,2257860,2279815
2000820685615321438,Geopolitics & International Conflicts,video,,
2000837335550976303,Politics & Elections,image,43879,
2000896298237534477,Conspiracy & Pseudoscience,image,86399,88826
2000906255289008314,Politics & Elections,video,292419,309121
2000912528730145171,Sports,image,25945,35254
2000924951566803299,Celebrity / Entertainment / Viral,video,19198,18552
2000927253052711237,Social/Cultural Issues,image,21610,21161
2000949322246951011,Celebrity / Entertainment / Viral,video,1498332,1515337
2000987471945912610,AI generated content,video,75744,105414
2000991287680565557,Social/Cultural Issues,image,37227,44501
2000995376581505451,Social/Cultural Issues,text,83151,120229
2001007430877241399,Politics & Elections,video,710922,766848
2001025645267005547,Social/Cultural Issues,image,83151,120229
2001026551585165747,Geopolitics & International Conflicts,image,91313,113465
2001048492559503670,Politics & Elections,image,136529,153885
2001062164237574246,Politics & Elections,image,81147,134169
2001069017834926247,Geopolitics & International Conflicts,image,79764,
2001074004845875268,Economy & Finance,text,435121,553762
2001082745288638621,AI generated content,video,42302,47046
2001124652119417024,AI generated content,video,212062,415212
2001145858218451135,Social/Cultural Issues,image,551353,610899
2001152947733066231,Health & Medicine,video,38927,40492
2001183219199377764,Politics & Elections,image,252539,270634
2001184152591249801,Celebrity / Entertainment / Viral,video,24421,36072
2001198935201759735,Politics & Elections,video,592529,593373
2001256018827993460,Geopolitics & International Conflicts,video,382168,389722
2001285243610042492,Geopolitics & International Conflicts,image,,
2001288006800494627,Celebrity / Entertainment / Viral,video,139949,191710
2001308905352351974,Geopolitics & International Conflicts,video,1695432,1715308
2001314233061970088,Celebrity / Entertainment / Viral,video,4060954,4348859
2001329037998948357,Politics & Elections,video,92753,112721
2001337939234824368,Science & Technology,video,2384,2488
2001338375643554213,AI generated content,video,336062,
2001353420809089086,Social/Cultural Issues,video,820780,
2001376912359477708,Science & Technology,text,124277,124467
2001394259748888728,Social/Cultural Issues,image,209838,232070
2001408323309178966,Science & Technology,image,196189,198798
2001411128383914187,Geopolitics & International Conflicts,video,141487,166648
2001433377325359126,Conspiracy & Pseudoscience,image,83629,179023
2001436900905693648,Social/Cultural Issues,video,60840,61850
2001451535859941564,Social/Cultural Issues,video,100829,
2001501901385265631,Social/Cultural Issues,text,,
2001522835357925793,Conspiracy & Pseudoscience,image,304215,318283
2001535860466991237,Conspiracy & Pseudoscience,video,23995,27035
2001572518680010891,Social/Cultural Issues,video,43615,44690
2001582965512626415,Geopolitics & International Conflicts,video,768170,798146
2001603470928068705,Politics & Elections,image,14197,14555
2001605299384521129,Celebrity / Entertainment / Viral,image,794253,1040804
2001610023588470926,Politics & Elections,image,35318,40598
2001623747246395401,Geopolitics & International Conflicts,image,759929,803535
2001626016838803692,Health & Medicine,image,41646,41090
2001647553700598239,Conspiracy & Pseudoscience,video,111094,124866
2001648319274324085,Geopolitics & International Conflicts,image,1009522,1640406
2001649204142444781,Celebrity / Entertainment / Viral,image,222682,223477
2001649522238501365,AI generated content,video,210838,296281
2001672014487314829,Politics & Elections,text,2241,2217
2001676812586299780,Social/Cultural Issues,text,25464,26228
2001690590355099723,Celebrity / Entertainment / Viral,image,2191,
2001699232840114394,Economy & Finance,text,1388494,1401325
2001709714997154045,Geopolitics & International Conflicts,video,823,
2001717497461117074,Sports,image,644604,656756
2001722044266717566,Celebrity / Entertainment / Viral,image,7208,
2001730351144595921,Economy & Finance,text,56621,55914
2001769227271725409,Geopolitics & International Conflicts,video,3012,4496
2001790446918418842,Politics & Elections,video,254540,256373
2001818917095063847,Politics & Elections,video,2208,2260
2001838978996302163,Geopolitics & International Conflicts,video,255952,301307
2001857541517775082,Conspiracy & Pseudoscience,video,74984,
2001867913737966074,Social/Cultural Issues,video,23144,28857
2001883349472940218,Sports,video,33808,35133
2001903915017851041,Celebrity / Entertainment / Viral,video,73520,
2001964634291785735,Politics & Elections,text,290450,290314
2002026189326893408,Politics & Elections,video,103960,153180
2002036816501776631,Science & Technology,image,1242,1403
2002047328660910360,Geopolitics & International Conflicts,video,14342,
2002068966198686173,Sports,text,12209,13683
2002125427939422413,Economy & Finance,image,694369,696654
2002129260472119559,Celebrity / Entertainment / Viral,image,4495,43075
2002134344337424623,Politics & Elections,video,1700805,1715308
2002137242983375043,Celebrity / Entertainment / Viral,image,1397844,1479164
2002138538620715199,Science & Technology,image,356995,460591
2002152361452834866,Celebrity / Entertainment / Viral,image,93805,94396
2002181219652673899,Economy & Finance,text,330215,329287
2002223981542453628,Health & Medicine,video,3143,
2002258231687578001,Celebrity / Entertainment / Viral,video,2566934,2566964
2002282878860669413,AI generated content,video,336106,358015
2002308962440433717,Geopolitics & International Conflicts,image,82511,126103
2002310525963907540,Geopolitics & International Conflicts,image,17182,28503
2002324368224129343,Politics & Elections,video,13582,13439
2002329490262012414,AI generated content,video,39347,57355
2002363414773944720,Politics & Elections,video,4058771,4002430
2002400533353804289,Politics & Elections,video,670,1343
2002415154395517317,Celebrity / Entertainment / Viral,image,331086,329971
2002429781049241712,Geopolitics & International Conflicts,image,433892,447059
2002438853723107608,Geopolitics & International Conflicts,image,3629953,3856056
2002439077254344763,Other / Miscellaneous,video,47741,71663
2002463367395688594,Other / Miscellaneous,image,162144,168194
2002468283501719853,Geopolitics & International Conflicts,video,3013,4496
2002496078684529023,AI generated content,video,14737,
2002497624344244359,Sports,image,737676,757495
2002511449126810017,Celebrity / Entertainment / Viral,video,16170,27220
2002541734337925472,Politics & Elections,image,167906,165103
2002549045567553553,Celebrity / Entertainment / Viral,image,265089,
2002580987172315583,Social/Cultural Issues,video,641280,666942
2002599800362184730,Social/Cultural Issues,video,3348118,3524500
2002633400126222487,Social/Cultural Issues,video,336725,347267
2002638374856011820,Geopolitics & International Conflicts,video,3010,4496
2002644317287166369,Other / Miscellaneous,video,2924433,2912451
2002681756533801331,Geopolitics & International Conflicts,video,,
2002690782051147966,Celebrity / Entertainment / Viral,image,,
2002697982811181131,AI generated content,video,12984,13938
2002698381333000663,Geopolitics & International Conflicts,image,37321,39030
2002699333553041415,Celebrity / Entertainment / Viral,image,274261,276751
2002718852816498734,Politics & Elections,text,110653,112945
2002751895736402181,Politics & Elections,image,76975,138679
2002762426492596311,Geopolitics & International Conflicts,video,34172,58057
2002783056458141859,Politics & Elections,video,7801,8040
2002784945010319710,Celebrity / Entertainment / Viral,text,4367,6080
2002807465088524766,Politics & Elections,image,520125,527615
2002813579251368379,Social/Cultural Issues,video,115093,
2002854715462430986,Politics & Elections,text,850008,880308
2002863653058715930,Social/Cultural Issues,text,206010,223170
2002871267326865507,Celebrity / Entertainment / Viral,video,335848,596270
2002875344697933924,Economy & Finance,image,38196,42027
2002907981139353713,Politics & Elections,text,213034,247780
2002911504543396034,AI generated content,video,10203,
2002959783364534418,Science & Technology,image,62153,82896
2002960524166979864,Geopolitics & International Conflicts,image,6442,6430
2002980769535508828,Other / Miscellaneous,video,75131,
2002982014413336823,Geopolitics & International Conflicts,video,31865,34854
2003019459892789293,Other / Miscellaneous,image,,
2003045498161356899,Politics & Elections,image,84456,88058
2003067944629366869,Sports,image,191933,229300
2003072387290747314,AI generated content,video,,
2003112135002370223,Politics & Elections,video,17593,28265
2003151248049222087,Celebrity / Entertainment / Viral,image,18769,20852
2003154665043820559,AI generated content,video,8830,8950
2003178058187178095,Social/Cultural Issues,video,25596,56670
2003193307346915543,Politics & Elections,image,615404,638099
2003195084196708657,Social/Cultural Issues,video,636142,772566
2003196090456375491,Social/Cultural Issues,video,53927,107478
2003215953363145152,Conspiracy & Pseudoscience,text,744794,743384
2003219875523965245,Geopolitics & International Conflicts,text,1881935,2037805
2003228434584195416,Social/Cultural Issues,video,,
2003236303689937369,Geopolitics & International Conflicts,image,17818,28019
2003254628142780631,Sports,text,5840,6017
2003262760017350845,Social/Cultural Issues,video,580496,594075
2003281825171423628,Geopolitics & International Conflicts,text,39317,56842
2003314624817688942,Geopolitics & International Conflicts,image,120299,140393
2003329283889201325,Conspiracy & Pseudoscience,image,2413452,2487796
2003343367162462672,Sports,image,23599,25272
2003351334536512001,Social/Cultural Issues,text,,
2003405687582523772,Geopolitics & International Conflicts,video,,14829
2003475274608873791,Conspiracy & Pseudoscience,video,252438,355094
2003479692683227418,Politics & Elections,image,118067,137381
2003500259679650185,Social/Cultural Issues,video,,
2003510916130963487,Social/Cultural Issues,video,64447,104436
2003511118803660959,Economy & Finance,image,470355,468303
2003519739717722383,Social/Cultural Issues,video,82027,90259
2003535091625275687,Geopolitics & International Conflicts,image,135783,
2003541516963447151,Social/Cultural Issues,video,,
2003563088608657886,Sports,image,144855,152463
2003573280280838653,Sports,image,38350,39534
2003648722388025684,Social/Cultural Issues,video,128148,175240
2003649129210347829,AI generated content,video,4306,4280
2003671146076742056,Geopolitics & International Conflicts,video,215109,247780
2003692845400752348,Social/Cultural Issues,video,15407,20560
2003705080340426824,Politics & Elections,image,141735,140283
2003728387676995950,Social/Cultural Issues,video,213034,247780
2003733551704060273,Geopolitics & International Conflicts,image,,
2003755566787903980,Celebrity / Entertainment / Viral,image,1004,1660
2003772605468406140,Politics & Elections,image,104349,105182
2003774762229924187,AI generated content,video,204252,
2003800308800209297,Celebrity / Entertainment / Viral,video,80495,96169
2003804750614274201,Social/Cultural Issues,text,561417,554930
2003824356984828188,Conspiracy & Pseudoscience,video,168354,213146
2003828942395052114,Geopolitics & International Conflicts,video,214614,244811
2003837927663849970,Politics & Elections,image,,
2003843990114963946,Geopolitics & International Conflicts,video,,
2003852010031120800,Celebrity / Entertainment / Viral,video,62082,86727
2003884513836126341,Politics & Elections,text,4967653,5057393
2003902655593316547,Conspiracy & Pseudoscience,video,1668908,1691415
2003918729965662337,Politics & Elections,video,438269,471003
2003933669782880659,Economy & Finance,image,704861,1033823
2003965117567033807,Other / Miscellaneous,video,10999,12168
2004015729436406067,Celebrity / Entertainment / Viral,video,2331,
2004040637201764707,Other / Miscellaneous,text,1894725,2432851
2004041259296735274,Sports,text,,4630
2004052778927161579,Social/Cultural Issues,video,23371,31418
2004060777209278561,Social/Cultural Issues,image,293294,338985
2004154803447079109,Geopolitics & International Conflicts,text,82753,87418
2004159512253812864,Geopolitics & International Conflicts,video,134037,206291
2004175545068933371,Celebrity / Entertainment / Viral,image,,
2004213084077142065,Geopolitics & International Conflicts,video,76980,138679
2004215195225542833,AI generated content,image,209834,232070
2004225070408126580,Social/Cultural Issues,video,104288,153180
2004230084413276417,Social/Cultural Issues,video,394750,
2004254169570726258,Social/Cultural Issues,video,449291,557230
2004275766130016684,Celebrity / Entertainment / Viral,video,3052,
2004284512654823450,Science & Technology,text,349338,340875
2004285326135857523,Celebrity / Entertainment / Viral,video,5347,7215
2004311121445245318,Geopolitics & International Conflicts,image,144905,150752
2004321368456810808,Geopolitics & International Conflicts,image,96225,100956
2004357388854288633,Politics & Elections,video,271697,312015
2004373242287653055,Social/Cultural Issues,video,451658,
2004383823908557151,Celebrity / Entertainment / Viral,video,6414,8657
2004391059993120953,Sports,video,94371,97425
2004415656108994958,Social/Cultural Issues,image,26025,30432
2004418942027420092,Geopolitics & International Conflicts,image,136079,183228
2004454633339855029,Conspiracy & Pseudoscience,video,107376,135100
2004457064530153517,Celebrity / Entertainment / Viral,video,336063,
2004506787072917993,Geopolitics & International Conflicts,video,59697,
2004536830667133049,Geopolitics & International Conflicts,image,231327,257139
2004553446553534497,Social/Cultural Issues,video,20615,30128
2004565103866478862,Celebrity / Entertainment / Viral,video,,
2004577838738055433,Sports,image,13147,13934
2004581963785789832,Science & Technology,video,,
2004593979904713045,Celebrity / Entertainment / Viral,video,54104,109497
2004613636996632993,Celebrity / Entertainment / Viral,video,2798541,2860979
2004613802944557430,Economy & Finance,video,13075,28559
2004624755522236462,Science & Technology,image,357050,460591
2004631343272263964,Social/Cultural Issues,image,33804,39956
2004635860000788840,AI generated content,video,472575,
2004636775294402949,Geopolitics & International Conflicts,video,84516,
2004638069241139364,Conspiracy & Pseudoscience,image,485535,486867
2004667619845214511,Celebrity / Entertainment / Viral,video,11578,10513
2004740107216269431,Politics & Elections,video,616839,702458
2004767164751086075,Conspiracy & Pseudoscience,text,24236,
2004770583989682389,Social/Cultural Issues,video,112346,129888
2004780688311287818,Social/Cultural Issues,image,20824,20117
2004781789144121637,AI generated content,image,64276,76633
2004832236672344315,Social/Cultural Issues,video,686482,817255
2004857651600196088,Celebrity / Entertainment / Viral,video,211885,415212
2004872634119716891,AI generated content,video,38586,
2004879935983513809,Celebrity / Entertainment / Viral,video,684365,667941
2004883342920134717,Social/Cultural Issues,video,117721,121835
2004896333275300232,Celebrity / Entertainment / Viral,image,,
2004917530591449498,Geopolitics & International Conflicts,image,101830,
2004934043192656120,Social/Cultural Issues,video,2992158,3778804
2004934887007305762,Sports,image,1537667,1733647
2004937973167485132,Politics & Elections,video,1155544,1175521
2004944062168924660,Social/Cultural Issues,video,147629,155573
2004948546458714399,Geopolitics & International Conflicts,text,,
2004964952877277301,Politics & Elections,image,319160,442690
2004966538257072318,Sports,image,345713,346492
2004979838604734637,Conspiracy & Pseudoscience,video,2353517,2361555
2005001608115925135,Celebrity / Entertainment / Viral,video,23934,
2005052621552582992,Politics & Elections,text,1033,1076
2005054889232142844,Celebrity / Entertainment / Viral,text,120702,123995
2005066481277526147,Health & Medicine,image,67716,78054
2005089066413687268,Celebrity / Entertainment / Viral,image,,
2005101184177078563,Politics & Elections,video,291431,340443
2005138930497454374,Geopolitics & International Conflicts,text,339096,339739
2005155175129121166,Science & Technology,video,449860,482610
2005169083273343403,Celebrity / Entertainment / Viral,video,6136,8657
2005224802555191323,Politics & Elections,image,33762,35047
2005279743655211433,Sports,video,2868,
2005280633866846231,AI generated content,video,243,258
2005284767403769996,Other / Miscellaneous,video,56158,
2005299131187634596,Science & Technology,video,170758,189785
2005306927967023286,Sports,video,130439,156678
2005308521618010530,Social/Cultural Issues,video,1137614,
2005320367284613196,Politics & Elections,text,175231,216205
2005325273118695708,Politics & Elections,video,57212,65283
2005332421588451419,Health & Medicine,video,209656,263100
2005335551717880137,Celebrity / Entertainment / Viral,video,23844,
2005341956814319848,Politics & Elections,image,278532,288120
2005351603499389403,Geopolitics & International Conflicts,video,2193,2539
2005360183837638690,Celebrity / Entertainment / Viral,video,136200,191710
2005372994546532480,Geopolitics & International Conflicts,video,53558,59944
2005374152186990851,AI generated content,video,1843,2985
2005426723244917111,Economy & Finance,text,991133,1011763
2005487585649729871,Geopolitics & International Conflicts,image,74749,179023
2005528666948997336,Geopolitics & International Conflicts,video,,
2005529304202100777,Celebrity / Entertainment / Viral,video,39912,66690
2005529912015565245,Politics & Elections,image,362747,370511
2005570737109925964,Celebrity / Entertainment / Viral,video,5255,5241
2005572031719317961,Sports,image,2308506,2428381
2005609188597342259,Other / Miscellaneous,image,25017,39740
2005611613148094559,AI generated content,video,336471,358015
2005631134873551352,Social/Cultural Issues,image,47437,84194
2005641834643480993,Social/Cultural Issues,video,216606,261680
2005651672786460806,Celebrity / Entertainment / Viral,image,,
2005674355406324120,Politics & Elections,text,53922,65093
2005689170271035577,Sports,text,5777,6426
2005707892389998887,Sports,image,402225,441484
2005717731140870205,Social/Cultural Issues,video,336078,345959
2005745191953805813,Politics & Elections,image,169998,171624
2005783389069271524,Science & Technology,video,4029082,4348858
2005797768393040117,Social/Cultural Issues,text,1351576,1741521
2005812373404147911,Politics & Elections,video,30198,54949
2005825648934162722,Social/Cultural Issues,text,265439,268143
2005837463151923404,Celebrity / Entertainment / Viral,video,161904,195638
2005837528364900423,Celebrity / Entertainment / Viral,video,223491,239763
2005852545843859798,Social/Cultural Issues,image,829328,816998
2005897707383107783,AI generated content,video,336062,
2005899780795535587,Geopolitics & International Conflicts,text,106141975,107099420
2005911743261012284,Celebrity / Entertainment / Viral,video,4278874,4282197
2005945702715973691,Geopolitics & International Conflicts,video,81322,126103
2005957037067493516,Social/Cultural Issues,video,25943,36641
2005998579744399738,Geopolitics & International Conflicts,image,102949,149529
2006032941638369424,Health & Medicine,video,759156,
2006042199834710532,Conspiracy & Pseudoscience,video,107338,135100
2006044334873858556,AI generated content,video,313869,
2006063664017670644,Celebrity / Entertainment / Viral,text,362729,370511
2006091489244238015,Geopolitics & International Conflicts,video,11635,44108
2006103032334016557,Politics & Elections,image,473790,533006
2006110545208824111,Science & Technology,image,1479318,1541206
2006119735012802587,Celebrity / Entertainment / Viral,video,933,858
2006141826701430837,Politics & Elections,video,980004,997680
2006156485395353613,Celebrity / Entertainment / Viral,image,161915,195638
2006184354800668857,Social/Cultural Issues,video,,
2006189356990562341,Social/Cultural Issues,video,41653,48043
2006233324684206511,Social/Cultural Issues,video,2355335,2361555
2006250097265537459,Geopolitics & International Conflicts,video,7473,7275
2006296463307923525,Social/Cultural Issues,video,9955,10977
2006387562714427741,Conspiracy & Pseudoscience,image,150338,150312
2006396822152163791,Celebrity / Entertainment / Viral,video,204383,415212
2006402900004937850,Health & Medicine,video,759176,
2006428776029368821,Celebrity / Entertainment / Viral,image,,
2006430865501597881,Sports,image,1954,2323
2006431171547103588,Geopolitics & International Conflicts,video,172944,231833
2006446080783954112,Social/Cultural Issues,video,291359,338985
2006458802594541905,Social/Cultural Issues,text,268226,273406
2006462122805571717,Social/Cultural Issues,video,1150312,1175521
2006465349198426409,Celebrity / Entertainment / Viral,video,280501,339406
2006465361999442028,Conspiracy & Pseudoscience,video,24679,57295
2006467379237368016,AI generated content,video,130472,156678
2006467566450209095,Politics & Elections,image,174759,
2006509614272229493,Celebrity / Entertainment / Viral,image,55848,64250
2006520118814134679,Politics & Elections,text,1954720,2299162
2006538366334984444,Geopolitics & International Conflicts,video,199343,261462
2006550379044155856,Politics & Elections,text,14302,16824
2006551468971847825,Celebrity / Entertainment / Viral,image,26314,29347
2006594749948637541,Other / Miscellaneous,video,30540,55395
2006609531221258741,Health & Medicine,video,751880,
2006620151677165608,Geopolitics & International Conflicts,video,160350,152766
2006623170690732376,AI generated content,image,,
2006728821329076504,Politics & Elections,image,37063,43200
2006759905550807510,Celebrity / Entertainment / Viral,video,212098,415212
2006763915510952296,Science & Technology,video,98337,100491
2006766203134685195,Conspiracy & Pseudoscience,image,273928,310168
2006787404901048654,Science & Technology,video,,
2006798545144463485,Geopolitics & International Conflicts,image,31666,35292
2006798931641119048,Politics & Elections,image,259952,264848
2006836328194064772,Social/Cultural Issues,text,78877,88672
2006851336327794903,Other / Miscellaneous,video,298,269
2006857969674366983,Social/Cultural Issues,image,,
2006860002099929220,Celebrity / Entertainment / Viral,image,14364,17549
2006861744539382084,Conspiracy & Pseudoscience,image,632483,772566
2006881083607101710,Sports,image,204797,209322
2006888494874956081,Science & Technology,image,37266,40023
2006902944264757570,Celebrity / Entertainment / Viral,video,448917,482610
2006903968853799062,AI generated content,image,19712,
2006914503292633391,Celebrity / Entertainment / Viral,text,12415,13683
2006939647516217351,Politics & Elections,image,209838,232070
2006951864118685993,Health & Medicine,video,759005,
2006994759978799418,AI generated content,video,8799,
2007127247241744510,Health & Medicine,text,323315,327245
2007128746084700168,Geopolitics & International Conflicts,image,42804,59574
2007181799454322874,Geopolitics & International Conflicts,video,445178,516534
2007195198271697395,Health & Medicine,video,684222,667941
2007227809945522431,Politics & Elections,image,31652,58919
2007228963379462637,Geopolitics & International Conflicts,video,30944,36426
2007344510595117469,Geopolitics & International Conflicts,video,992,
2007351765826695240,Geopolitics & International Conflicts,video,76760,80434
2007354972338565181,Geopolitics & International Conflicts,video,81329,126103
2007357507992465722,Health & Medicine,video,52192,57403
2007398592152293598,Geopolitics & International Conflicts,image,,
2007401865747861548,Geopolitics & International Conflicts,image,5337,
2007402814344159612,Geopolitics & International Conflicts,video,29478,54092
2007439222471295424,Geopolitics & International Conflicts,video,1601250,1989720
2007447015349776775,Health & Medicine,text,228527,229406
2007457717040931265,Geopolitics & International Conflicts,video,536772,567337
2007468669623001582,Celebrity / Entertainment / Viral,video,212098,415212
2007470096810213398,Politics & Elections,image,12882,13784
2007478705690423778,Science & Technology,video,86389,126525
2007483048808591405,Geopolitics & International Conflicts,image,57732,63722
2007485571120451769,Geopolitics & International Conflicts,image,5016,7841
2007501362309857302,Politics & Elections,video,152211,188674
2007504660324888927,Geopolitics & International Conflicts,image,2355295,2361555
2007520004892238108,Geopolitics & International Conflicts,image,36570,88470
2007521241054515317,Geopolitics & International Conflicts,image,138821,144371
2007537143112183917,Politics & Elections,video,67277,69332
2007541912753058028,Politics & Elections,text,11035,15440
2007544849902490034,Geopolitics & International Conflicts,video,173648,216205
2007562712398594541,Politics & Elections,video,300224,308231
2007589754167025754,Celebrity / Entertainment / Viral,image,4713,
2007594052204839208,Geopolitics & International Conflicts,video,366745,370511
2007601544758526349,Geopolitics & International Conflicts,text,1102166,1820383
2007620914498941347,Social/Cultural Issues,video,626478,
2007627004901036542,Science & Technology,image,260767,297607
2007641764140855367,Geopolitics & International Conflicts,video,1623554,1989720
2007641871938662716,Politics & Elections,video,857329,897524
2007657780904083655,Geopolitics & International Conflicts,image,155986,173203
2007671486337691919,Other / Miscellaneous,image,87752,87662
2007719361327636731,Geopolitics & International Conflicts,video,3343975,3524500
2007779647426371973,Geopolitics & International Conflicts,image,431383,450280
2007806428594241832,Celebrity / Entertainment / Viral,video,16009,34206
2007857093857186123,Geopolitics & International Conflicts,image,308718,303968
2007875304220749916,Science & Technology,image,357078,460591
2007891287912124761,Celebrity / Entertainment / Viral,video,17172,17688
2007900166641119662,Health & Medicine,text,321302,329040
2007902394924073390,Sports,image,63231,64798
2007903551197151675,Politics & Elections,video,207523,216443
2007910992261652632,Social/Cultural Issues,video,506619,516389
2007912417943015764,Geopolitics & International Conflicts,video,1397871,1479164
2007914135712055549,Celebrity / Entertainment / Viral,text,4297,4319
2007916134633443626,Celebrity / Entertainment / Viral,image,692079,817255
2007916564767752701,Celebrity / Entertainment / Viral,image,128852,136904
2007917340340752830,Sports,image,6314,6380
2007925207613538592,Geopolitics & International Conflicts,image,755508,803535
2007935119110058478,Geopolitics & International Conflicts,video,3629974,3856056
2007954089645080622,Geopolitics & International Conflicts,video,36561,47621
2007956758753583348,Celebrity / Entertainment / Viral,video,212070,415212
2008025170355884414,Celebrity / Entertainment / Viral,image,828,966
2008034127371706806,Sports,video,6916562,6970486
2008036519098118527,Geopolitics & International Conflicts,video,30948,36426
2008046048317485288,Sports,image,310408,318476
2008116328935334244,Social/Cultural Issues,image,5192,8865
2008153338689556956,Geopolitics & International Conflicts,video,723783,761418
2008177085987311922,Geopolitics & International Conflicts,video,82519,126103
2008201858020692260,Politics & Elections,image,180347,183711
2008224599725797507,Celebrity / Entertainment / Viral,video,198762,233381
2008230010432479543,Geopolitics & International Conflicts,video,593937,594996
2008232217525580007,Politics & Elections,image,1125451,1143339
2008244658514837940,Politics & Elections,video,253767,270634
2008254706301497469,Politics & Elections,text,170406,180580
2008254997281268116,Geopolitics & International Conflicts,image,111966,128396
2008280105466872158,Celebrity / Entertainment / Viral,video,34058,48853
2008284434638815374,Geopolitics & International Conflicts,video,48684,49797
2008323126937997678,Politics & Elections,image,131234,132541
2008327402213069111,Politics & Elections,video,1695439,1715308
2008328414558617796,Geopolitics & International Conflicts,video,371462,391745
2008331463154950416,Geopolitics & International Conflicts,video,455008,474256
2008348635558297991,Social/Cultural Issues,video,,
2008356891513295170,Health & Medicine,image,466694,465554
2008377144565461426,Politics & Elections,image,308262,303968
2008390188452524241,Social/Cultural Issues,video,8105,
2008508951110053951,Geopolitics & International Conflicts,video,82506,126103
2008530398163403132,Politics & Elections,video,70422,81352
2008538543556358228,Social/Cultural Issues,video,16319,19010
2008575107426591221,Social/Cultural Issues,video,5368549,5451807
2008581445976289680,Economy & Finance,image,209294,216907
2008584445629272250,Politics & Elections,image,126145,153885
2008598912756838509,Politics & Elections,video,247210,317897
2008601788354585064,Celebrity / Entertainment / Viral,image,3052,
2008612154929541340,Conspiracy & Pseudoscience,video,15157,22233
2008622098390946217,Conspiracy & Pseudoscience,text,445099,494369
2008633315998249087,Politics & Elections,image,301203,330103
2008643890534842742,Politics & Elections,image,78107,105414
2008644091681067426,Politics & Elections,image,31649,58919
2008647152650821745,Science & Technology,image,11495,
2008654788653969804,Politics & Elections,video,138678,166648
2008676797320176082,Politics & Elections,image,207441,216443
2008678342908899716,Geopolitics & International Conflicts,image,469435,509660
2008678355797684567,Politics & Elections,video,8299,7515
2008686426976592315,Politics & Elections,video,75265,84341
2008689534968754427,Geopolitics & International Conflicts,video,226066,254872
2008696140456145058,Politics & Elections,video,384879,398158
2008701611984511280,Celebrity / Entertainment / Viral,video,327469,336942
2008703764472221822,Geopolitics & International Conflicts,video,,
2008705124500398420,Social/Cultural Issues,image,231781,259652
2008710651817116154,Geopolitics & International Conflicts,video,656821,643364
2008775935592636644,Politics & Elections,video,,
2008850506353987654,Social/Cultural Issues,video,10963,15267
2008865020277346687,Geopolitics & International Conflicts,image,261934,563292
2009123245094572408,Celebrity / Entertainment / Viral,image,162245,195638
2009128879877972149,Other / Miscellaneous,video,5988,5998
2009206637962383809,Economy & Finance,image,271741,311049
2009211035790791058,Health & Medicine,text,6843,8830
2009341953415233581,Social/Cultural Issues,video,536805,567337
2009342949101064598,Geopolitics & International Conflicts,video,,
2009345392182501756,Geopolitics & International Conflicts,text,,
2009349167391625239,Sports,video,6793,9313
2009365299259428906,Sports,image,901,899
2009371431306441175,Conspiracy & Pseudoscience,image,856269,860113
2009379264567685392,Health & Medicine,text,310620,
2009384948281594114,Geopolitics & International Conflicts,image,62690,80424
2009402257956348401,Celebrity / Entertainment / Viral,image,,
2009414819485458673,Social/Cultural Issues,video,491848,487665
2009449979195347051,Geopolitics & International Conflicts,text,259906,304971
2009502816545742921,Science & Technology,video,10543,48582
2009558906155291069,Celebrity / Entertainment / Viral,image,1950,
2009710905643413736,Conspiracy & Pseudoscience,video,254415,
2009735503340548263,Geopolitics & International Conflicts,video,64849,114161
2009845296721801316,Social/Cultural Issues,video,3747699,5981178
2009852399293444503,Celebrity / Entertainment / Viral,video,17670,21286
2009885346792714285,Geopolitics & International Conflicts,video,34834,58057
2009917318458126524,Sports,image,1699825,1840286
2009963677815078916,Geopolitics & International Conflicts,video,3627801,3856056
2010601592098304194,Social/Cultural Issues,text,1300649,1475033
2010637355787649066,Social/Cultural Issues,video,86123,131735
2010679425453437362,Geopolitics & International Conflicts,video,,
2010905241894731805,AI generated content,video,212084,415212
2011001084278358382,Celebrity / Entertainment / Viral,image,,
2011101508922757602,Geopolitics & International Conflicts,video,8146,67275
2011106952974352671,Politics & Elections,image,47084,56102
2011115650396062104,Social/Cultural Issues,image,99011,106534
2011154203268481368,Social/Cultural Issues,image,29373,
2011167533492023691,Health & Medicine,image,39173,40678
2011269753000841376,Geopolitics & International Conflicts,video,,
2011302067839910316,AI generated content,video,20957,
2011305270279094695,Social/Cultural Issues,image,62237,98058
2011360517474897961,Social/Cultural Issues,video,,
2011488113970069877,Geopolitics & International Conflicts,video,82515,126103
2011545167267053791,Health & Medicine,video,1155473,1175521
2011599733547286927,Geopolitics & International Conflicts,video,1253771,1251919
2011622882452128157,AI generated content,video,204274,415212
2011755984784376257,Health & Medicine,image,81772,89187
2011804909834789028,Health & Medicine,image,270996,302966
2011833253682880579,Science & Technology,video,51280,74197
2011918275169374544,Conspiracy & Pseudoscience,image,47546,48038
2013411849803304999,Geopolitics & International Conflicts,image,218040,218654
2016756605350543563,Politics & Elections,video,3986,
2016910927770067043,Geopolitics & International Conflicts,image,76379,138679
